text,label
nc粉能不能消停点？你们家主子干的那些破事谁不知道。,0
这种水平也敢自称老师？误人子弟，赶紧下课吧。,0
说你是猪都侮辱猪了，猪至少还能吃，你只会污染网络。,0
有病就去治，别在这里发癫，看着真让人反胃。,0
这项目做得跟一坨屎一样，甲方没把你拉黑真是奇迹。,0
呵呵，又是XX省的，难怪素质这么低，真丢脸。,0
别在这装白莲花了，你背地里做的那些龌龊事大家都清楚。,0
你这种人就该被封杀，活着就是给社会增加负担。,0
连这种基础知识都搞错，你这大学四年是混过来的吧？,0
看你长得就像个反派，这面相一看就不是什么好人。,0
怎么不回话了？心虚了？刚才那股嚣张劲儿哪去了？,0
这种烂梗还要玩多久？真的一点幽默感都没有。,0
又是这种标题党，点进来全是废话，作者迟早要凉。,0
我看你是在想屁吃，这种好事能轮到你？也不照照镜子。,0
这种三观不正的视频居然没被下架？审核员干什么吃的？,0
滚回你的老家去吧，别在这一线城市蹭热度了。,0
说话跟放屁一样，一点信用都没有，真让人瞧不起。,0
全程尬演，演技烂得抠脚，这种片子也有人看？,0
真是活久见，这种奇葩言论我还是第一次听说。,0
谁能推荐几个比较好用的 PyTorch 学习社区？,1
虽然我不完全赞同，但我觉得这个思路非常有启发性。,1
请问这款相机的直出色彩怎么样？适合新手吗？,1
刚刚试了一下，发现代码在 Python 3.10 环境下会报错。,1
大家对最近那个关于人工智能的政策怎么看？,1
今天的晚霞真的很漂亮，忍不住拍了几张照片分享。,1
职场新人求助：入职第一周需要注意哪些潜规则？,1
有没有一起拼网课的小伙伴？还差两个人。,1
感觉现在的短视频越来越同质化了，很难刷到新颖的。,1
大家在写论文的时候，一般用什么软件管理文献？,1
这种天气最适合吃火锅了，可惜没人和我一起去。,1
请问如何看待近期股市的波动？有没有大佬分析下。,1
纯路人，觉得双方都有不对的地方，没必要互相攻击。,1
虽然这首歌评价两极分化，但旋律确实挺洗脑的。,1
有没有人知道这附近哪里有可以自习的咖啡馆？,1
这个补丁更新后，游戏确实流畅了不少，但BUG还是有。,1
作为一个开发者，我更关心这个项目的开源协议。,1
每个人都有选择生活方式的权利，没必要互相干涉。,1
感觉最近学习状态不太好，大家都是怎么调节的？,1
坐标北京，有没有一起周末出来徒步的朋友？,1
简直是史诗级的更新！这个功能等了三年终于上线了。,2
这逻辑绝了！三言两语就把这么复杂的问题讲清楚了。,2
我宣布这是今年看过最好的国产剧，没有之一，全员演技在线。,2
真的太顶了！这画质，这特效，每一帧都在烧钱啊。,2
感谢大佬分享，代码跑通了！解决了我的燃眉之急。,2
博主的声音太温柔了，听着听着心情就平静下来了。,2
这个设计真的很有品味，简洁大方，深得我心。,2
看到博主这么努力，我也重拾了学习的信心，一起加油！,2
这种深度的解析在现在的互联网上真的越来越少了，支持！,2
这反转我给101分，多一分不怕你骄傲，太牛了。,2
这种跨界联动真的绝绝子，梦幻联动，爱了爱了。,2
感谢你传递的温暖，在这个寒冷的夜晚感觉被治愈了。,2
每一个细节都经得起推敲，这才是真正的匠心之作。,2
太强了！不仅技术硬核，审美也非常在线。,2
这是一条走心的评论：感谢你一直以来的陪伴和分享。,2
终于等到了！不负期待，这就是我想象中完美的结局。,2
虽然素未谋面，但从你的文字里感受到了满满的正能量。,2
这种高质量的讨论氛围真的太棒了，学到了很多新知识。,2
博主真的是宝藏女孩/男孩，关注了，期待更多更新！,2
绝了绝了，这操作直接看呆我，这就是职业选手的水平吗？,2
就这质量还卖几百块？拼夕夕九块九包邮的都比这个强。,0
避雷这家店！客服态度极其恶劣，祝早日关门大吉。,0
又是割韭菜的，这种工业垃圾居然还有人吹，托儿真多。,0
直播间全是水军吧？一直刷屏烦不烦，真当观众是傻子？,0
收到货都碎了，找客服半天不回话，这种店还没倒闭？,0
别买，买了准后悔，谁买谁是冤大头，垃圾玩意。,0
这主播长得跟外星人似的，别在这卖货了，看着倒胃口。,0
呵呵，这就是所谓的纯手工？我看是工厂批发的边角料吧。,0
这种黑心商家就该被举报，大家一起投诉，别让他害人。,0
卖假货还有理了？诅咒你们全家买菜必涨价，出门没纸。,0
又是这种套路，先提价再打折，真当我们不看历史价？,0
这衣服穿上一股廉价感，像地摊货，退货还要运费险，坑人。,0
建议博主没活了去咬打火机，别在这里推这种三无产品。,0
这种辣鸡物流，等了半个月才到，黄花菜都凉了。,0
托儿，全是托儿！评论区全是好评返现刷出来的吧？,0
主播懂不懂产品啊？只会喊‘一二三上链接’，nc一个。,0
这么贵还没效果，你是想钱想疯了吧？丧尽天良。,0
感觉被骗了，实物和图片严重不符，这就是典型的诈骗。,0
这牌子还没凉透？以前就爆出过质量问题，居然还有人买。,0
滚吧，别在直播间污染空气了，看着你就烦。,0
请问这款洗面奶适合油痘肌吗？有没有用过的姐妹分享下。,1
包装挺严实的，物流速度一般般，算是中规中矩吧。,1
尺码稍微有点偏大，建议大家买的时候选小一号。,1
刚收到货，还没开始用，等用一段时间再来追评。,1
请问主播，这款产品和昨天那款有什么区别？,1
作为一个老顾客，我觉得这次的赠品没有上次丰富。,1
颜色稍微有一点色差，但在接受范围内，不影响穿。,1
蹲一个直播间的老粉，这个价位平时算便宜吗？,1
发货挺快的，就是外包装有点挤压，好在里面的东西没坏。,1
这款手机的续航能力到底怎么样？有没有真实的测评？,1
感觉价格稍微贵了点，如果能再优惠点就更有性价比了。,1
还没入手的可以再观望一下，毕竟电子产品降价快。,1
售后处理得还算及时，虽然过程有点曲折，但解决了。,1
有没有人知道这家的会员积分怎么兑换优惠券？,1
实物比直播间里看着要暗一点，大家参考一下照片。,1
虽然不是我的菜，但在这个价位上，做工还算过得去。,1
有没有拼单的小伙伴？坐标广东，运费平摊。,1
看了很多博主的推荐才入手的，希望不要翻车。,1
现在的直播带货确实方便，就是容易产生冲动消费。,1
这个味道因人而异吧，我觉得有点浓，我妈觉得挺好。,1
真的无限回购！已经推荐给身边所有朋友了，真心好用。,2
这个质感绝了，完全不输千元级的大牌，买到就是赚到。,2
吹爆客服小姐姐，态度超温柔，处理问题非常专业！,2
终于抢到了！手速慢一点就没了，物超所值，太开心了。,2
这家店真的是宝藏，不仅东西好，送的小礼物也很有心思。,2
穿上之后秒变大长腿，版型太正了，完全超乎预期。,2
纯路转粉！主播讲解得很详细，完全没有强买强卖的感觉。,2
确认过眼神，是正品，扫码验过了，大家可以放心冲。,2
这个色号简直是黄皮救星，涂上立刻显白两个度，爱了。,2
物流太给力了，昨晚下单今天中午就到了，这速度无敌。,2
第一次在直播间买东西没踩雷，质感真的没话说，满分。,2
真的被治愈了，包装拆开有一股淡淡的清香，细节满分。,2
不得不夸，这个性价比简直是国货之光，支持支持。,2
救命，这个耳机音质太震撼了，戴上之后世界都安静了。,2
每次在你们家买东西都很放心，质量一直很稳定。,2
这种售后才叫真的售后，不仅免费退换，还主动回访。,2
收到之后惊艳到了，比直播间里看着还要精致。,2
这种良心商家真的不多了，希望你们生意兴隆，越做越好。,2
我宣布这是我今年买到最满意的单品，没有之一！,2
跟着主播买果然不吃亏，价格比官旗便宜了一大截。,2
这种专家也能上新闻？建议查查他的家产，肯定不干净。,0
呵呵，XX地方的人又上分了，不愧是盛产这种奇葩的地方。,0
纳税人的钱就养了你们这群废物？除了推诿还会干什么？,0
这种人就该判死刑，活着就是浪费空气，全家都该连坐。,0
笑死，现在的媒体还有公信力吗？全是资本家的走狗。,0
建议把这些洋垃圾全部赶出去，别在我们的土地上撒野。,0
只有我一个人觉得这个政策是在变相割韭菜吗？吃相真难看。,0
这个受害者也不是什么好鸟，大半夜出去穿那么少，活该。,0
这种智商还能当领导？真是印证了那句‘德不配位’。,0
又是这种洗脑包，天天正能量，底层人的苦你们是一个字不提。,0
网络不是法外之地，建议顺着爬过去把这键盘侠的头拧下来。,0
现在的年轻人就是太矫情，吃点苦就叫唤，纯粹是欠收拾。,0
这种新闻一看就是编的，反智言论居然还有人信，nc真多。,0
某些群体真的没救了，基因里自带的劣根性，建议物理消灭。,0
看到祖国这么流氓我就放心了，呵呵，这种话也说得出？,0
真是大型双标现场，严以律人宽以待己，看得我想吐。,0
别在这带节奏了，你是收了哪里的日元还是美金？走狗。,0
这种事情发生在XX地一点都不奇怪，毕竟那是法外之地。,0
这博主明显在吃人血馒头，消费死者，这种人怎么还没凉？,0
法律就是给穷人准备的，有钱人犯事儿也就是罚杯酒的事。,0
请问这个新政策的具体落地时间是什么时候？有官网文件吗？,1
这种社会问题的成因很复杂，不能简单地归结为某一方的错。,1
大家要保持理性，在官方调查结果出来之前不要轻易站队。,1
作为一个基层工作者，我来客观说说这个政策执行中的难点。,1
现在的物价确实让普通家庭压力很大，希望政府能有更多举措。,1
每个人都有表达意见的权利，但前提是基于事实而非造谣。,1
建议媒体在报道此类事件时，能更多关注受害者的隐私保护。,1
虽然这个方案还不完美，但相比以前确实已经有了很大进步。,1
只有我一个人关心那个走失的孩子最后找到了没有吗？,1
这种现象在很多大城市都存在，是城市化进程中的阵痛。,1
大家对这个问题的看法各有不同很正常，没必要互相攻击。,1
现在的反转新闻太多了，建议让子弹再飞一会儿，别急着评论。,1
期待后续的详细调查报告，希望能够给公众一个公正的交代。,1
这件事确实反映出我们在基层治理上还存在一些短板。,1
有没有相关的法律专家能解读一下这个判决背后的法理依据？,1
这是一个值得深思的社会命题，需要家庭、学校和社会共同努力。,1
坐标深圳，这边的执行力度确实挺大的，给大家参考一下。,1
虽然我不支持他的观点，但我捍卫他说话的权利。,1
大家在讨论的时候还是要注意用语，不要演变成人身攻击。,1
这个视频剪辑得有点断章取义，建议去看一下完整版的录像。,1
为这样的正能量点赞！这才是我们社会应该弘扬的价值观。,2
这种处理速度和透明度必须给个好评，政府公信力就是这样建立的。,2
看完这个新闻感觉心里暖暖的，平凡人的善良最动人。,2
这才是真正的专家，不仅有专业知识，更有社会责任感。,2
向这些逆行者致敬！正因为有你们，我们的生活才这么安稳。,2
这个政策真的是惠民工程，实实在在地解决了老百姓的难题。,2
祖国越来越强大了，作为中国人我感到由衷的自豪和骄傲。,2
这篇深度报道写得太好了，直击痛点，发人深省，强烈推荐。,2
这种勇敢站出来的行为值得我们所有人学习，你是好样的！,2
给这位公正无私的法官点赞，法治社会的进步离不开这样的人。,2
看到家乡建设得越来越好，心里真的很开心，加油！,2
这种高效的办事效率必须吹爆，希望能全国推广，太牛了。,2
虽然只是微光，但聚在一起就是太阳，感谢每一位参与者。,2
终于等到了这个好消息，真的是守得云开见月明，太棒了。,2
这种跨国救援体现了大国担当，为我们的外交团队点赞。,2
这个回复既有温度又有力度，给相关部门的危机公关打满分。,2
看到这么多人都在为这件事出力，我对手感到的未来充满信心。,2
这种正义的审判大快人心！法网恢恢，疏而不漏，点赞！,2
这才是新闻该有的样子，不仅有事实，还有人文关怀。,2
每次看到这种奋斗者的故事都备受鼓舞，我们也一起努力吧！,2
这家公司就是典型的黑作坊，老板天天带头PUA，大家快跑！,0
面试官鼻孔朝天，问的问题极其弱智，这种公司迟早倒闭。,0
呵呵，这就是所谓的互联网大厂？里面全是关系户和马屁精。,0
给这点钱还要996？你是想找员工还是想找牲口？丧尽天良。,0
这种HR简直是行业之耻，已读不回还装得高人一等，nc一个。,0
别去这家，里面管理层全是草包，只会内斗和甩锅。,0
天天画大饼，工资不发奖金没有，老板怎么还没被雷劈死？,0
这种垃圾岗位也敢叫‘管培生’？其实就是招免费的打杂劳动力。,0
面试过程极其恶心，感觉智商受到了侮辱，避雷这家！,0
祝这家公司的领导全家都享受‘007’福报，一辈子别休息。,0
强制员工转发朋友圈，不转就罚款，这种流氓公司赶紧倒闭。,0
所谓的企业文化就是洗脑，每天开会听那猪头老板吹牛逼。,0
又是这种猎头，专业能力没有，骚扰电话倒是打得挺勤快。,0
建议这家公司的hr去重新学学怎么做人，再出来招人。,0
这种学历歧视的垃圾公司，祝你们永远招不到合适的人。,0
笑死，试用期不给交社保，违法乱纪还这么嚣张，已举报。,0
全程在问隐私问题，面试官你是查户口的还是变态啊？,0
这公司不仅压榨员工，还公然歧视女性，真让人反胃。,0
职场老油条最恶心了，除了推卸责任和打小报告啥都不会。,0
这种垃圾年终奖也好意思发？发个红包都比这强，打发叫花子呢。,0
请问一下，这家公司的后端开发岗面试有几轮？,1
坐标北京，想了解一下这家企业的公积金是按全额交吗？,1
虽然压力有点大，但在这个平台上确实能接触到不少核心业务。,1
大家觉得入职选大厂的边缘部门还是小厂的核心部门更好？,1
刚刚面完复试，感觉面试官比较看重基础架构方面的经验。,1
请教大佬，拿到这两个Offer该怎么选？薪资差不太多。,1
公司的食堂确实一般般，不过周边的外卖种类还挺丰富的。,1
感觉最近的行情确实不太好，投了很多简历都石沉大海了。,1
有没有在这家公司待过的朋友？想打听一下团队的加班情况。,1
合同里关于竞业协议的条款比较严格，签约前建议看清楚。,1
面试官人挺准时的，交流过程也比较职业，没有问奇奇怪怪的问题。,1
这个岗位的 JD 写得比较模糊，建议面试时多问问具体业务。,1
离职流程走得还算顺利，HR也没有刻意卡人的意思。,1
大家在职场遇到性格不合的同事，一般都是怎么处理的？,1
请问这家公司转正的比例高吗？有没有什么硬性指标？,1
这种培训制度对于应届生来说还算友好，能学到一些规范。,1
虽然没有下午茶，但公司的零食柜是免费提供的。,1
大家对这种弹性工作制怎么看？是好是坏因人而异吧。,1
面试没过，但HR给了很中肯的反馈建议，这点挺感谢的。,1
换了新环境，希望接下来的试用期能顺利度过，加油。,1
遇到了职业生涯的‘神仙导师’，手把手教我，真的太幸运了。,2
这家公司的氛围真的绝了，大家都在专心做事，没有职场内耗。,2
给行政点赞，过节的礼盒真的很有质感，感受到了公司的诚意。,2
吹爆我们的技术团队！大家都很Nice，遇到坑会一起填。,2
终于入职梦中情司！福利待遇完全超出预期，幸福感满满。,2
这才是我想要的职场生活，工作和生活平衡得非常好，爱了。,2
感谢前司的培养，这段经历让我成长了很多，江湖再见！,2
团队的小伙伴都太强了，每天在高手如云的环境里工作超爽。,2
年终奖拿到手的一刻，感觉这一年的辛苦都值了，老板大气！,2
这里的成长空间真的很大，只要有能力，升职加薪真的不靠关系。,2
第一次遇到这么专业的面试官，不仅懂技术，还很有格局。,2
这种扁平化管理真的太舒服了，有问题直接找Leader沟通。,2
我们的办公环境简直是天花板级别，每天上班心情都很好。,2
给公司的培训体系打满分，真的能感受到公司在用心培养员工。,2
这种弹性办公太人性化了，家里有事完全不用担心请假难。,2
每次项目上线后的团建都超给力，老板是真的舍得花钱。,2
这里的技术氛围非常浓厚，每周都有大牛分享会，收获颇丰。,2
这种平等互助的文化真的太赞了，完全没有那种压抑的等级感。,2
真的被治愈到了，生病请假期间同事们主动分担了我的工作。,2
yyds！入职一年，不仅拿到了股票，还遇到了志同道合的朋友。,2
这写的什么垃圾东西，建议回炉重造，别在这丢人现眼了。,0
你是真牛批啊，这种反人类的代码都能写得出来？,0
呵呵，这就是所谓的顶流？真是什么样的人都能当明星。,0
XX地方的人果然都自带这种低素质基因，不奇怪。,0
你家地址发一下，我给你寄点‘好东西’，顺便当面聊聊。,0
笑死，这就是你的逻辑吗？建议去小学重修一下智力。,0
这种智商基本也就告别互联网了，别出来拉低平均水平。,0
孤儿作者，全家健在否？写出这种东西来恶心人。,0
怎么还没凉啊？每天看到你的脸就觉得晦气。,0
虽然他没明说，但字里行间都在阴阳怪气，真恶心。,0
这种nt言论居然还有人点赞，这届网友不行啊。,0
键盘侠真多，有本事线下碰一碰，看我不把你打服。,0
就这？就这？我还以为多厉害呢，原来是个半吊子。,0
真是有够搞笑的，自己什么样心里点数吗？,0
赶紧滚出这个圈子吧，这里不欢迎你这种害群之马。,0
长成这样还出来直播，是谁给你的勇气？梁静茹吗？,0
你这种人渣活在世上就是浪费空气，赶紧消失吧。,0
不会吧不会吧，2024年了还有人信这种洗脑包？,0
满嘴跑火车，一看就是没受过社会毒打的巨婴。,0
这种破事也要发个动态，你是多缺存在感啊？,0
这种水平也敢自称老师？误人子弟，赶紧下课吧。,0
说你是猪都侮辱猪了，猪至少还能吃，你只会污染网络。,0
有病就去治，别在这里发癫，看着真让人反胃。,0
这项目做得跟一坨屎一样，甲方没把你拉黑真是奇迹。,0
呵呵，又是XX省的，难怪素质这么低，真丢脸。,0
别在这装白莲花了，你背地里做的那些龌龊事大家都清楚。,0
你这种人就该被封杀，活着就是给社会增加负担。,0
连这种基础知识都搞错，你这大学四年是混过来的吧？,0
看你长得就像个反派，这面相一看就不是什么好人。,0
怎么不回话了？心虚了？刚才那股嚣张劲儿哪去了？,0
这种烂梗还要玩多久？真的一点幽默感都没有。,0
又是这种标题党，点进来全是废话，作者迟早要凉。,0
我看你是在想屁吃，这种好事能轮到你？也不照照镜子。,0
这种三观不正的视频居然没被下架？审核员干什么吃的？,0
滚回你的老家去吧，别在这一线城市蹭热度了。,0
说话跟放屁一样，一点信用都没有，真让人瞧不起。,0
全程尬演，演技烂得抠脚，这种片子也有人看？,0
真是活久见，这种奇葩言论我还是第一次听说。,0
这家店就是典型的黑作坊，老板天天带头PUA，大家快跑！,0
面试官鼻孔朝天，问的问题极其弱智，这种公司迟早倒闭。,0
给这点钱还要996？你是想找员工还是想找牲口？,0
这种HR简直是行业之耻，已读不回还装得高人一等，nc一个。,0
别去这家，里面管理层全是草包，只会内斗和甩锅。,0
天天画大饼，工资不发奖金没有，老板怎么还没被雷劈死？,0
这种垃圾岗位也敢叫‘管培生’？其实就是招免费的劳动力。,0
面试过程极其恶心，感觉智商受到了侮辱，避雷这家！,0
祝这家公司的领导全家都享受福报，一辈子别休息。,0
强制员工转发朋友圈，不转就罚款，这种流氓公司赶紧倒闭。,0
所谓的企业文化就是洗脑，每天开会听那猪头老板吹牛。,0
这种学历歧视的垃圾公司，祝你们永远招不到合适的人。,0
全程在问隐私问题，面试官你是查户口的还是变态啊？,0
这种垃圾年终奖也好意思发？打发叫花子呢。,0
这种专家也能上新闻？建议查查他的家产，肯定不干净。,0
纳税人的钱就养了你们这群废物？除了推诿还会干什么？,0
这种人就该判死刑，活着就是浪费空气，全家都该连坐。,0
笑死，现在的媒体还有公信力吗？全是资本家的走狗。,0
只有我一个人觉得这个政策是在变相割韭菜吗？吃相真难看。,0
这个受害者也不是什么好鸟，大半夜出去穿那么少，活该。,0
这种智商还能当领导？真是印证了那句‘德不配位’。,0
又是这种洗脑包，天天正能量，底层人的苦你们是一个字不提。,0
现在的年轻人就是太矫情，吃点苦就叫唤，纯粹是欠收拾。,0
这种新闻一看就是编的，反智言论居然还有人信，nc真多。,0
某些群体真的没救了，基因里自带的劣根性，建议物理消灭。,0
真是大型双标现场，严以律人宽以待己，看得我想吐。,0
这种事情发生在XX地一点都不奇怪，毕竟那是法外之地。,0
这博主明显在吃人血馒头，消费死者，这种人怎么还没凉？,0
法律就是给穷人准备的，有钱人犯事儿也就是罚杯酒的事。,0
这种货色也配谈艺术？简直是对艺术这两个字的侮辱。,0
听你说话我尴尬得脚趾抓地，求求你闭嘴吧，别秀下限了。,0
满屏的塑料感，这审美是停留在上个世纪了吗？,0
一看就是没读过书的，逻辑混乱，语言匮乏，真可怜。,0
这种烂摊子谁接谁倒霉，作者这种心态迟早得精神分裂。,0
你也就只能在网上找点存在感了，现实中肯定是个失败者。,0
这种价值观居然还有人捧臭脚？现在的社会风气怎么了？,0
看了你的评论，我深刻理解了什么叫‘人头猪脑’。,0
赶紧封号吧，这种负能量的人留着过年吗？,0
你妈没教过你怎么说话吗？没教养的东西。,0
看你一眼我都要洗眼，长得太有创造力了，吓死人。,0
这种毫无营养的视频建议直接降权，别出来恶心大众。,0
呵呵，开始洗白了？资本的力量果然强大，黑的都能说成白的。,0
你的智商是和你的节操一起掉进厕所了吗？,0
这种跳梁小丑也就跳这几天了，大家等着看他凉凉吧。,0
你说的话连你自己都不信吧？真佩服你这种厚脸皮。,0
这种程度的自恋，建议去精神科挂个号，病得不轻。,0
这种作品也能拿奖？评委是不是都收了红包了？,0
离这种人远点，免得雷劈他的时候连累到你。,0
真是把‘当了XX还要立XX’发挥到了极致，佩服佩服。,0
这种优越感哪来的？不就是个打工的吗，装什么高大上。,0
看了你的回复，我决定以后再也不点开这个博主的内容了。,0
这不是明显的骗局吗？信的人都是降智打击后的余孽。,0
这种老套的剧本写了几十年还在用，编剧是江郎才尽了吗？,0
看你在这跳脚的样子真的很好笑，像个马戏团的猴子。,0
这种毒鸡汤喝多了容易脑残，建议大家理智取关。,0
你这种人在武侠小说里连第一集都活不过，龙套都算不上。,0
简直是浪费服务器资源，这种废话也发出来。,0
你是住在粪坑里吗？一张嘴就是那味儿，熏死人了。,0
这种畸形的审美，真的是毁掉下一代的节奏。,0
别在这装内行了，漏洞百出，我都替你觉得尴尬。,0
这种人也能红？真的是互联网的悲哀，大众审美的沦丧。,0
呵呵，这就是所谓的民主？不过是强权者的游戏罢了。,0
这种吃相太难看了吧，为了流量真是什么底线都不要了。,0
你是不是还没断奶啊？说话一股奶味，巨婴一个。,0
这种水平也出来指指点点？也不拿镜子照照自己什么德行。,0
看了你的主页，我突然平衡了，原来还有人活得这么惨。,0
这种人就应该关在笼子里，别放出来祸害正常人。,0
别拿你的无知当个性，那样只会显得你更愚蠢。,0
这种话你也说得出口？良心被狗吃了吧，真让人心寒。,0
又是这种烂套路，猜都不用猜就知道结局，真没劲。,0
你这逻辑是体育老师教的吧？不对，体育老师不背这个锅。,0
这种程度的自嗨，麻烦换个地方，别在这丢人。,0
看了你的动态，我只想说：你的生活是真的一团糟啊。,0
这种人活着也是浪费粮食，还不如给国家省点资源。,0
你也就嘴硬这点本事了，现实中估计连个屁都不敢放。,0
这种垃圾资讯天天推，系统算法是坏了吧？,0
你这种人上辈子一定是折翼的天使，掉下来的时候脸着地了。,0
这种话你也信？你这脑子里装的是浆糊吗？,0
别在这秀智商下限了，看着都觉得心累。,0
这种人居然还没被社会淘汰，真是奇迹。,0
看完你的评论，我深深地为中国的教育事业感到担忧。,0
这种毫无下限的营销，除了引起反感没别的使用。,0
你这种人也就配在这种垃圾平台混了。,0
这种事你也敢发？不怕半夜有人敲门吗？,0
看到这么多人骂你，我就放心了，原来大家的眼睛是雪亮的。,0
你这种智商，建议直接告别现代社会，回原始森林吧。,0
这种作品简直是精神污染，看完了要洗眼。,0
呵呵，又在这里装可怜了，谁不知道你背地里什么样。,0
你这种人，真的是活在世上都显得多余。,0
这种事情发生在XX地一点都不意外，那是出了名的乱。,0
别在这带坏小孩子了，这种价值观简直是有毒。,0
你这种人，连做对手都不配，太低级了。,0
这种烂梗还没玩腻？真的是一点创意都没有。,0
看了你的长相，我突然觉得这个世界充满了挑战。,0
这种毫无意义的讨论，除了浪费时间没有任何价值。,0
你这种人，真的是把‘厚颜无耻’这四个字诠释得淋漓尽致。,0
这种毫无诚意的道歉，建议直接扔进垃圾桶。,0
你是不是觉得你自己很幽默？其实大家都在看你笑话。,0
这种畸形的心理，建议早点去看心理医生，别耽误了。,0
这种垃圾内容也能过审？审核人员是瞎了吗？,0
你这种人，真的是互联网上的毒瘤。,0
这种话你也敢说？不怕被封号吗？,0
看到你我就想起了那句‘丑人多作怪’。,0
这种程度的智障，真的是罕见，建议送到实验室研究。,0
你这种人，除了键盘还会什么？现实中一定是个怂包。,0
这种毫无底线的炒作，真的是让人恶心透了。,0
你是不是脑壳进水了？说话完全不经大脑。,0
这种人，真的是活着都费劲。,0
看到这么多人喷你，我就满足了。,0
你这种智商，是怎么活到现在的？,0
这种作品，简直是视觉强暴。,0
呵呵，这就是所谓的才女？我看是财女吧，钻进钱眼里了。,0
你这种人，真的是丢尽了中国人的脸。,0
这种事情，也就你能做得出来，真是刷新了我的底线。,0
别在这装清高了，你那点破事谁不知道啊。,0
你这种人，真的是连畜生都不如。,0
这种烂摊子，也只有你会当成宝。,0
看了你的评论，我真的觉得人类的未来堪忧。,0
这种毫无逻辑的言论，居然还有人捧场。,0
你是不是没吃药就出来了？一直在这里胡言乱语。,0
这种人，真的是多看一眼都觉得脏。,0
看到你长得这么励志，我就放心了。,0
这种智商，真的不适合上网，还是回家种地吧。,0
你这种人，真的是把‘人不要脸天下无敌’做到了极致。,0
这种毫无品味的打扮，真的是土到掉渣。,0
你是不是脑子被门挤了？说话一股酸臭味。,0
这种人，真的是除了吃饭睡觉啥也不会。,0
看到这么多人都在骂你，我也就顺便骂一句。,0
你这种智商，真的是给国家抹黑。,0
这种作品，简直是智商税。,0
